City Name,Tour Name,Price,Rating,Review Number,Web Link
Qingdao,万和春排骨砂锅米饭(台东八路店),￥23,4.0,(295条点评),/food/qingdao5/5544782.html
Qingdao,海景花园大酒店·西餐厅,￥256,4.0,(103条点评),/food/qingdao5/5066602.html
Qingdao,劈柴老院江宁会馆,￥79,4.1,(95条点评),/food/qingdao5/443235.html
Qingdao,王记骨头馆(云霄路店),￥60,5.0,(282条点评),/food/qingdao5/5057140.html
Qingdao,开海红岛海鲜虾水饺(新湛路店),￥156,5.0,(405条点评),/food/qingdao5/5061485.html
Qingdao,一杯沧海,￥73,4.5,(58条点评),/food/qingdao5/5057524.html
Qingdao,美达尔烧烤海鲜家常菜(中山路店),￥47,4.0,(174条点评),/food/qingdao5/66464.html
Qingdao,湘粤范记海鲜,￥85,4.5,(43条点评),/food/qingdao5/5057627.html
Qingdao,双合园饺子(上清路旗舰店),￥62,5.0,(259条点评),/food/qingdao5/5545044.html
Jinan,城南往事风味主题餐厅(东外环店),￥77,4.5,(328条点评),/food/jinan128/5274687.html
Jinan,皇宫鹊华居酒楼,￥212,4.0,(130条点评),/food/jinan128/5274042.html
Jinan,闫府私房菜(恒隆广场店),￥83,4.5,(719条点评),/food/jinan128/5275469.html
Jinan,春江饭店(共青团路总店),￥61,3.5,(341条点评),/food/jinan128/5272929.html
Jinan,芙蓉街,￥30,4.4,(128条点评),/food/jinan128/8646271.html
Jinan,草包包子铺(普利街总店),￥25,4.0,(446条点评),/food/jinan128/5272860.html
Jinan,胥记面馆(芙蓉街店),￥14,3.5,(168条点评),/food/jinan128/5273366.html
Jinan,金三杯酒家(西门店),￥95,4.5,(157条点评),/food/jinan128/5272792.html
Jinan,苓记鸭血粉丝(芙蓉街店),￥18,4.2,(81条点评),/food/jinan128/160504.html
Jinan,小城故事(千佛店),￥60,4.4,(49条点评),/food/jinan128/5273148.html
Jinan,尧舜酒家,￥105,4.5,(148条点评),/food/jinan128/5273748.html
Jinan,金春禧(英雄山路旗舰店),￥64,5.0,(81条点评),/food/jinan128/5272854.html
Jinan,佰烧海鲜烤肉自助(世茂店),￥70,4.5,(594条点评),/food/jinan128/5283361.html
Jinan,松果西餐厅(山师店),￥94,4.5,(113条点评),/food/jinan128/186180.html
Jinan,梅飞酒家,￥58,4.5,(64条点评),/food/jinan128/5273052.html
Chongqing,陈建平老街陈麻花,￥27,4.0,(691条点评),/food/chongqing158/344268.html
Chongqing,八一路好吃街,￥40,3.5,(1197条点评),/food/chongqing158/4926901.html
Chongqing,齐齐火锅(解放碑店),￥80,4.5,(836条点评),/food/chongqing158/5415488.html
Chongqing,花市豌杂面(重庆总店),￥15,4.0,(653条点评),/food/chongqing158/344272.html
Chongqing,吴抄手(中华路店),￥18,3.0,(272条点评),/food/chongqing158/4926722.html
Chongqing,刘一手心火锅(观音桥店),￥85,4.5,(202条点评),/food/chongqing158/4926948.html
Chongqing,佬麻抄手(洪崖洞店),￥15,4.5,(158条点评),/food/chongqing158/5416120.html
Chongqing,好又来酸辣粉(八一路总店),￥8,3.5,(758条点评),/food/chongqing158/4926742.html
Chongqing,重庆秦妈火锅(南滨路店),￥66,3.8,(50条点评),/food/chongqing158/5415174.html
Chongqing,廖记棒棒鸡(南坪东路店),￥17,3.5,(74条点评),/food/chongqing158/4926793.html
Chongqing,山城羊肉馆,￥63,4.0,(261条点评),/food/chongqing158/330940.html
Chongqing,德庄火锅(三峡广场店),￥94,4.4,(181条点评),/food/chongqing158/4926849.html
Chongqing,十八梯眼镜面(渝中店),￥27,4.4,(166条点评),/food/chongqing158/4926817.html
Chongqing,茂庄古镇鸡杂,￥39,4.0,(114条点评),/food/chongqing158/5415340.html
Chongqing,尘香,￥100,5.0,(267条点评),/food/chongqing158/5425543.html
Aba,九里香,￥72,5.0,(434条点评),/food/aba744/455287.html
Aba,小布小吃,￥55,4.5,(196条点评),/food/aba744/4925710.html
Aba,老兵烧烤-九寨特色,￥82,5.0,(103条点评),/food/aba744/5631149.html
Aba,阿里巴巴藏餐烧烤,￥92,5.0,(39条点评),/food/aba744/5630524.html
Aba,藏家小菜,￥65,4.5,(40条点评),/food/aba744/6984892.html
Aba,川菜人家,￥59,4.9,(37条点评),/food/aba744/5631384.html
Aba,诺日朗餐厅,￥60,4.1,(40条点评),/food/aba744/7001294.html
Aba,九寨沟喜来登国际大酒店中餐厅,￥128,4.0,(42条点评),/food/aba744/5630083.html
Aba,九寨天堂自助餐,￥166,3.8,(41条点评),/food/aba744/136857.html
Aba,诺日朗旅游服务中心,￥55,3.8,(98条点评),/food/aba744/4925671.html
Aba,乡土川菜餐馆,￥51,4.7,(30条点评),/food/aba744/12019863.html
Aba,阿布氇孜藏餐厅(九寨沟店),￥107,4.6,(21条点评),/food/aba744/6984931.html
Aba,渝香堂,￥58,5.0,(39条点评),/food/aba744/5631116.html
Aba,湘渝食府,￥87,4.5,(310条点评),/food/aba744/5630159.html
Aba,小厨房,￥64,4.9,(24条点评),/food/aba744/9448147.html
Hong Kong,九记牛腩,￥50,4.5,(1576条点评),/food/hongkong38/4925853.html
Hong Kong,翠华餐厅(加拿芬道店),￥70,4.5,(1041条点评),/food/hongkong38/4926517.html
Hong Kong,澳洲牛奶公司,￥40,4.0,(932条点评),/food/hongkong38/452409.html
Hong Kong,喜记蟹将军,￥374,4.5,(163条点评),/food/hongkong38/5598821.html
Hong Kong,糖朝,￥80,4.0,(225条点评),/food/hongkong38/6946676.html
Hong Kong,添好运点心专门店（深水埗店）,￥57,4.5,(395条点评),/food/hongkong38/6946600.html
Hong Kong,一兰拉面(铜锣湾店),￥106,5.0,(464条点评),/food/hongkong38/6946697.html
Hong Kong,许留山(亚皆老街店),￥57,4.5,(208条点评),/food/hongkong38/452381.html
Hong Kong,肥姐小食店,￥22,4.0,(316条点评),/food/hongkong38/5590399.html
